web-scraper-order,web-scraper-start-url,text
III. La béatitude chrétienne,http://www.vatican.va/archive/FRA0013/__P5E.HTM,"1722 Une telle béatitude dépasse l’intelligence et les seules forces humaines. Elle résulte d’un don gratuit de Dieu. C’est pourquoi on la dit surnaturelle, ainsi que la grâce qui dispose l’homme à entrer dans la jouissance divine."
III. La béatitude chrétienne,http://www.vatican.va/archive/FRA0013/__P5E.HTM,"1723 La béatitude promise nous place devant les choix moraux décisifs. Elle nous invite à purifier notre cœur de ses instincts mauvais et à rechercher l’amour de Dieu par dessus tout. Elle nous enseigne que le vrai bonheur ne réside ni dans la richesse ou le bien-être, ni dans la gloire humaine ou le pouvoir, ni dans aucune œuvre humaine, si utile soit-elle, comme les sciences, les techniques et les arts, ni dans aucune créature, mais en Dieu seul, source de tout bien et de tout amour :"
III. La béatitude chrétienne,http://www.vatican.va/archive/FRA0013/__P5E.HTM,"1724 Le Décalogue, le Sermon sur la Montagne et la catéchèse apostolique nous décrivent les chemins qui conduisent au Royaume des cieux. Nous nous y engageons pas à pas, par des actes quotidiens, soutenus par la grâce de l’Esprit Saint. Fécondés par la Parole du Christ, lentement nous portons des fruits dans l’Église pour la gloire de Dieu (cf. la parabole du semeur : Mt 13, 3-23)."
III. La béatitude chrétienne,http://www.vatican.va/archive/FRA0013/__P5E.HTM,III. La béatitude chrétienne
III. La béatitude chrétienne,http://www.vatican.va/archive/FRA0013/__P5E.HTM,"Là nous reposerons et nous verrons ; nous verrons et nous aimerons ; nous aimerons et nous louerons. Voilà ce qui sera à la fin sans fin. Et quelle autre fin avons-nous, sinon de parvenir au royaume qui n’aura pas de fin ? (S. Augustin, civ. 22, 30)."
III. La béatitude chrétienne,http://www.vatican.va/archive/FRA0013/__P5E.HTM,"La richesse est la grande divinité du jour ; c’est à elle que la multitude, toute la masse des hommes, rend un instinctif hommage. Ils mesurent le bonheur d’après la fortune, et d’après la fortune aussi ils mesurent l’honorabilité ... Tout cela vient de cette conviction qu’avec la richesse on peut tout. La richesse est donc une des idoles du jour et la notoriété en est une autre ... La notoriété, le fait d’être connu et de faire du bruit dans le monde (ce qu’on pourrait nommer une renommée de presse), en est venue à être considérée comme un bien en elle-même, un souverain bien, un objet, elle aussi, de véritable vénération (Newman, mix. 5, sur la sainteté)."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5F.HTM,1725 Les béatitudes reprennent et accomplissent les promesses de Dieu depuis Abraham en les ordonnant au Royaume des cieux. Elles répondent au désir de bonheur que Dieu a placé dans le cœur de l’homme.
EN BREF,http://www.vatican.va/archive/FRA0013/__P5F.HTM,"1726 Les béatitudes nous enseignent la fin ultime à laquelle Dieu nous appelle : le Royaume, la vision de Dieu, la participation à la nature divine, la vie éternelle, la filiation, le repos en Dieu."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5F.HTM,1727 La béatitude de la vie éternelle est un don gratuit de Dieu ; elle est surnaturelle comme la grâce qui y conduit.
EN BREF,http://www.vatican.va/archive/FRA0013/__P5F.HTM,1728 Les béatitudes nous placent devant des choix décisifs concernant les biens terrestres ; elles purifient notre cœur pour nous apprendre à aimer Dieu par dessus tout.
EN BREF,http://www.vatican.va/archive/FRA0013/__P5F.HTM,1729 La béatitude du Ciel détermine les critères de discernement dans l’usage des biens terrestres conformément à la Loi de Dieu.
EN BREF,http://www.vatican.va/archive/FRA0013/__P5F.HTM,EN BREF
Article 3 La liberté de l’homme,http://www.vatican.va/archive/FRA0013/__P5G.HTM,"1730 Dieu a créé l’homme raisonnable en lui conférant la dignité d’une personne douée de l’initiative et de la maîtrise de ses actes. "" Dieu a ‘laissé l’homme à son propre conseil’ (Si 15, 14) pour qu’il puisse de lui-même chercher son Créateur et, en adhérant librement à Lui, parvenir à la pleine et bienheureuse perfection "" (GS 17) :"
Article 3 La liberté de l’homme,http://www.vatican.va/archive/FRA0013/__P5G.HTM,Article 3
Article 3 La liberté de l’homme,http://www.vatican.va/archive/FRA0013/__P5G.HTM,"L’homme est raisonnable, et par là semblable à Dieu, créé libre et maître de ses actes (S. Irénée, hær. 4, 4, 3)."
Article 3 La liberté de l’homme,http://www.vatican.va/archive/FRA0013/__P5G.HTM,La liberté de l’homme
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1731 La liberté est le pouvoir, enraciné dans la raison et la volonté, d’agir ou de ne pas agir, de faire ceci ou cela, de poser ainsi par soi-même des actions délibérées. Par le libre arbitre chacun dispose de soi. La liberté est en l’homme une force de croissance et de maturation dans la vérité et la bonté. La liberté atteint sa perfection quand elle est ordonnée à Dieu, notre béatitude."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1732 Tant qu’elle ne s’est pas fixée définitivement dans son bien ultime qu’est Dieu, la liberté implique la possibilité de choisir entre le bien et le mal, donc celle de grandir en perfection ou de défaillir et de pécher. Elle caractérise les actes proprement humains. Elle devient source de louange ou de blâme, de mérite ou de démérite."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1733 Plus on fait le bien, plus on devient libre. Il n’y a de liberté vraie qu’au service du bien et de la justice. Le choix de la désobéissance et du mal est un abus de la liberté et conduit à "" l’esclavage du péché "" (cf. Rm 6, 17)."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1734 La liberté rend l’homme responsable de ses actes dans la mesure où ils sont volontaires. Le progrès dans la vertu, la connaissance du bien et l’ascèse accroissent la maîtrise de la volonté sur ses actes."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1735 L’imputabilité et la responsabilité d’une action peuvent être diminuées voire supprimées par l’ignorance, l’inadvertance, la violence, la crainte, les habitudes, les affections immodérées et d’autres facteurs psychiques ou sociaux."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,1736 Tout acte directement voulu est imputable à son auteur :
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1737 Un effet peut être toléré sans être voulu par l’agent, par exemple l’épuisement d’une mère au chevet de son enfant malade. L’effet mauvais n’est pas imputable s’il n’a été voulu ni comme fin ni comme moyen de l’action, ainsi la mort reçue en portant secours à une personne en danger. Pour que l’effet mauvais soit imputable, il faut qu’il soit prévisible et que celui qui agit ait la possibilité de l’éviter, par exemple dans le cas d’un homicide commis par un conducteur en état d’ivresse."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"1738 La liberté s’exerce dans les rapports entre les êtres humains. Chaque personne humaine, créée à l’image de Dieu, a le droit naturel d’être reconnue comme un être libre et responsable. Tous doivent à chacun ce devoir du respect. Le droit à l’exercice de la liberté est une exigence inséparable de la dignité de la personne humaine, notamment en matière morale et religieuse (cf. DH 2). Ce droit doit être civilement reconnu et protégé dans les limites du bien commun et de l’ordre public (cf. DH 7)."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"Ainsi le Seigneur demande à Adam après le péché dans le jardin : "" Qu’as-tu fait là ? "" (Gn 3, 13). De même à Caïn (cf. Gn 4, 10). Ainsi encore le prophète Nathan au roi David après l’adultère avec la femme d’Urie et le meurtre de celui-ci (cf. 2 S 12, 7-15)."
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,I. Liberté et responsabilité
I. Liberté et responsabilité,http://www.vatican.va/archive/FRA0013/__P5H.HTM,"Une action peut être indirectement volontaire quant elle résulte d’une négligence à l’égard de ce qu’on aurait dû connaître ou faire, par exemple un accident provenant d’une ignorance du code de la route."
II. La liberté humaine dans l’économie du salut,http://www.vatican.va/archive/FRA0013/__P5I.HTM,"1739 Liberté et péché. La liberté de l’homme est finie et faillible. De fait, l’homme a failli. Librement, il a péché. En refusant le projet d’amour de Dieu, il s’est trompé lui-même ; il est devenu esclave du péché. Cette aliénation première en a engendré une multitude d’autres. L’histoire de l’humanité, depuis ses origines, témoigne des malheurs et des oppressions nés du cœur de l’homme, par suite d’un mauvais usage de la liberté."
II. La liberté humaine dans l’économie du salut,http://www.vatican.va/archive/FRA0013/__P5I.HTM,"1740 Menaces pour la liberté.L’exercice de la liberté n’implique pas le droit de tout dire et de tout faire. Il est faux de prétendre que "" l’homme, sujet de la liberté, se suffit à lui-même en ayant pour fin la satisfaction de son intérêt propre dans la jouissance des biens terrestres "" (CDF, instr. "" Libertatis conscientia "" 13). Par ailleurs, les conditions d’ordre économique et social, politique et culturel requises pour un juste exercice de la liberté sont trop souvent méconnues et violées. Ces situations d’aveuglement et d’injustice grèvent la vie morale et placent aussi bien les forts que les faibles en tentation de pécher contre la charité. En s’écartant de la loi morale, l’homme porte atteinte à sa propre liberté, il s’enchaîne à lui-même, rompt la fraternité de ses semblables et se rebelle contre la vérité divine."
II. La liberté humaine dans l’économie du salut,http://www.vatican.va/archive/FRA0013/__P5I.HTM,"1741 Libération et salut. Par sa Croix glorieuse, le Christ a obtenu le salut de tous les hommes. Il les a rachetés du péché qui les détenait en esclavage. "" C’est pour la liberté que le Christ nous a libérés "" (Ga 5, 1). En Lui, nous communions à "" la vérité qui nous rend libres "" (Jn 8, 32). L’Esprit Saint nous a été donné et, comme l’enseigne l’Apôtre, "" là où est l’Esprit, là est la liberté "" (2 Co 3, 17). Dès maintenant, nous nous glorifions de la "" liberté des enfants de Dieu "" (Rm 8, 21)."
II. La liberté humaine dans l’économie du salut,http://www.vatican.va/archive/FRA0013/__P5I.HTM,"1742 Liberté et grâce. La grâce du Christ ne se pose nullement en concurrente de notre liberté, quand celle-ci correspond au sens de la vérité et du bien que Dieu a placé dans le cœur de l’homme. Au contraire, comme l’expérience chrétienne en témoigne notamment dans la prière, plus nous sommes dociles aux impulsions de la grâce, plus s’accroissent notre liberté intime et notre assurance dans les épreuves, comme devant les pressions et les contraintes du monde extérieur. Par le travail de la grâce, l’Esprit Saint nous éduque à la liberté spirituelle pour faire de nous de libres collaborateurs de son œuvre dans l’Église et dans le monde :"
II. La liberté humaine dans l’économie du salut,http://www.vatican.va/archive/FRA0013/__P5I.HTM,"Dieu qui es bon et tout-puissant, éloigne de nous ce qui nous arrête, afin que sans aucune entrave, ni d’esprit ni de corps, nous soyons libres pour accomplir ta volonté (MR, collecte du 32e dimanche)."
II. La liberté humaine dans l’économie du salut,http://www.vatican.va/archive/FRA0013/__P5I.HTM,II. La liberté humaine dans l’économie du salut
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,"1743 "" Dieu a laissé l’homme à son propre conseil "" (Si 15, 14) pour qu’il puisse librement adhérer à son Créateur et parvenir ainsi à la bienheureuse perfection (cf. GS 17, § 1)."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,"1744 La liberté est le pouvoir d’agir ou de ne pas agir et de poser ainsi par soi-même des actions délibérées. Elle atteint la perfection de son acte quand elle est ordonnée à Dieu, le souverain Bien."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,1745 La liberté caractérise les actes proprement humains. Elle rend l’être humain responsable des actes dont il est volontairement l’auteur. Son agir délibéré lui appartient en propre.
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,"1746 L’imputabilité ou la responsabilité d’une action peut être diminuée ou supprimée par l’ignorance, la violence, la crainte et d’autres facteurs psychiques ou sociaux."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,"1747 Le droit à l’exercice de la liberté est une exigence inséparable de la dignité de l’homme, notamment en matière religieuse et morale. Mais l’exercice de la liberté n’implique pas le droit supposé de tout dire ni de tout faire."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,"1748 "" C’est pour la liberté que le Christ nous a libérés "" (Ga 5, 1)."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5J.HTM,EN BREF
Article 4 La moralité des actes humains,http://www.vatican.va/archive/FRA0013/__P5K.HTM,"1749 La liberté fait de l’homme un sujet moral. Quand il agit de manière délibérée, l’homme est, pour ainsi dire, le père de ses actes. Les actes humains, c’est-à-dire librement choisis par suite d’un jugement de conscience, sont moralement qualifiables. Ils sont bons ou mauvais."
Article 4 La moralité des actes humains,http://www.vatican.va/archive/FRA0013/__P5K.HTM,Article 4
Article 4 La moralité des actes humains,http://www.vatican.va/archive/FRA0013/__P5K.HTM,La moralité des actes humains
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,– de l’objet choisi ;
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,– de la fin visée ou l’intention ;
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,– des circonstances de l’action.
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,1750 La moralité des actes humains dépend :
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,"1751 L’objet choisi est un bien vers lequel se porte délibérément la volonté. Il est la matière d’un acte humain. L’objet choisi spécifie moralement l’acte du vouloir, selon que la raison le reconnaît et le juge conforme ou non au bien véritable. Les règles objectives de la moralité énoncent l’ordre rationnel du bien et du mal, attesté par la conscience."
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,"1752 Face à l’objet, l’intention se place du côté du sujet agissant. Parce qu’elle se tient à la source volontaire de l’action et la détermine par la fin, l’intention est un élément essentiel dans la qualification morale de l’action. La fin est le terme premier de l’intention et désigne le but poursuivi dans l’action. L’intention est un mouvement de la volonté vers la fin ; elle regarde le terme de l’agir. Elle est la visée du bien attendu de l’action entreprise. Elle ne se limite pas à la direction de nos actions singulières, mais peut ordonner vers un même but des actions multiples ; elle peut orienter toute la vie vers la fin ultime. Par exemple, un service rendu a pour fin d’aider le prochain, mais peut être inspiré en même temps par l’amour de Dieu comme fin ultime de toutes nos actions. Une même action peut aussi être inspirée par plusieurs intentions, comme de rendre service pour obtenir une faveur ou pour en tirer vanité."
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,"1753 Une intention bonne (par exemple : aider le prochain) ne rend ni bon ni juste un comportement en lui-même désordonné (comme le mensonge et la médisance). La fin ne justifie pas les moyens. Ainsi ne peut-on pas justifier la condamnation d’un innocent comme un moyen légitime de sauver le peuple. Par contre, une intention mauvaise surajoutée (ainsi la vaine gloire) rend mauvais un acte qui, de soi, peut être bon (comme l’aumône ; cf. Mt 6, 2-4)."
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,"1754 Les circonstances, y compris les conséquences, sont les éléments secondaires d’un acte moral. Elles contribuent à aggraver ou à diminuer la bonté ou la malice morale des actes humains (par exemple le montant d’un vol). Elles peuvent aussi atténuer ou augmenter la responsabilité de l’agent (ainsi agir par crainte de la mort). Les circonstances ne peuvent de soi modifier la qualité morale des actes eux-mêmes ; elles ne peuvent rendre ni bonne, ni juste une action en elle-même mauvaise."
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,I. Les sources de la moralité
I. Les sources de la moralité,http://www.vatican.va/archive/FRA0013/__P5L.HTM,"L’objet, l’intention et les circonstances forment les "" sources "", ou éléments constitutifs, de la moralité des actes humains."
II. Les actes bons et les actes mauvais,http://www.vatican.va/archive/FRA0013/__P5M.HTM,"1755 L’acte moralement bon suppose à la fois la bonté de l’objet, de la fin et des circonstances. Une fin mauvaise corrompt l’action, même si son objet est bon en soi (comme de prier et de jeûner "" pour être vu des hommes "")."
II. Les actes bons et les actes mauvais,http://www.vatican.va/archive/FRA0013/__P5M.HTM,"1756 Il est donc erroné de juger de la moralité des actes humains en ne considérant que l’intention qui les inspire, ou les circonstances (milieu, pression sociale, contrainte ou nécessité d’agir, etc.) qui en sont le cadre. Il y a des actes qui par eux-mêmes et en eux-mêmes, indépendamment des circonstances et des intentions, sont toujours gravement illicites en raison de leur objet ; ainsi le blasphème et le parjure, l’homicide et l’adultère. Il n’est pas permis de faire le mal pour qu’il en résulte un bien."
II. Les actes bons et les actes mauvais,http://www.vatican.va/archive/FRA0013/__P5M.HTM,II. Les actes bons et les actes mauvais
II. Les actes bons et les actes mauvais,http://www.vatican.va/archive/FRA0013/__P5M.HTM,"L’objet du choix peut à lui seul vicier l’ensemble d’un agir. Il y a des comportements concrets – comme la fornication – qu’il est toujours erroné de choisir, parce que leur choix comporte un désordre de la volonté, c’est-à-dire un mal moral."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5N.HTM,"1757 L’objet, l’intention et les circonstances constituent les trois "" sources "" de la moralité des actes humains."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5N.HTM,1758 L’objet choisi spécifie moralement l’acte du vouloir selon que la raison le reconnaît et le juge bon ou mauvais.
EN BREF,http://www.vatican.va/archive/FRA0013/__P5N.HTM,"1759 "" On ne peut justifier une action mauvaise faite avec une bonne intention "" (S. Thomas d’A., dec. præc. 6). La fin ne justifie pas les moyens."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5N.HTM,"1760 L’acte moralement bon suppose à la fois la bonté de l’objet, de la fin et des circonstances."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5N.HTM,"1761 Il y a des comportements concrets qu’il est toujours erroné de choisir parce que leur choix comporte un désordre de la volonté, c’est-à-dire un mal moral. Il n’est pas permis de faire le mal pour qu’il en résulte un bien."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5N.HTM,EN BREF
Article 5 La moralité des passions,http://www.vatican.va/archive/FRA0013/__P5O.HTM,1762 La personne humaine s’ordonne à la béatitude par ses actes délibérés : les passions ou sentiments qu’elle éprouve peuvent l’y disposer et y contribuer.
Article 5 La moralité des passions,http://www.vatican.va/archive/FRA0013/__P5O.HTM,Article 5
Article 5 La moralité des passions,http://www.vatican.va/archive/FRA0013/__P5O.HTM,La moralité des passions
I. Les Passions,http://www.vatican.va/archive/FRA0013/__P5P.HTM,"1763 Le terme de "" passions "" appartient au patrimoine chrétien. Les sentiments ou passions désignent les émotions ou mouvements de la sensibilité, qui inclinent à agir ou à ne pas agir en vue de ce qui est ressenti ou imaginé comme bon ou comme mauvais."
I. Les Passions,http://www.vatican.va/archive/FRA0013/__P5P.HTM,"1764 Les passions sont des composantes naturelles du psychisme humain, elles forment le lieu de passage et assurent le lien entre la vie sensible et la vie de l’esprit. Notre Seigneur désigne le cœur de l’homme comme la source d’où jaillit le mouvement des passions (cf. Mc 7, 21)."
I. Les Passions,http://www.vatican.va/archive/FRA0013/__P5P.HTM,"1765 Les passions sont nombreuses. La passion la plus fondamentale est l’amour provoqué par l’attrait du bien. L’amour cause le désir du bien absent et l’espoir de l’obtenir. Ce mouvement s’achève dans le plaisir et la joie du bien possédé. L’appréhension du mal cause la haine, l’aversion et la crainte du mal à venir. Ce mouvement s’achève dans la tristesse du mal présent ou la colère qui s’y oppose."
I. Les Passions,http://www.vatican.va/archive/FRA0013/__P5P.HTM,"1766 "" Aimer, c’est vouloir du bien à quelqu’un "" (S. Thomas d’A., s. th. 2-2, 26, 4). Toutes les autres affections ont leur source dans ce mouvement originel du cœur de l’homme vers le bien. Il n’y a que le bien qui soit aimé (cf. S. Augustin, Trin. 8, 3, 4). "" Les passions sont mauvaises si l’amour est mauvais, bonnes s’il est bon "" (S. Augustin, civ.14, 7)."
I. Les Passions,http://www.vatican.va/archive/FRA0013/__P5P.HTM,I. Les Passions
II. Passions et vie morale,http://www.vatican.va/archive/FRA0013/__P5Q.HTM,"1767 En elles-mêmes, les passions ne sont ni bonnes ni mauvaises. Elles ne reçoivent de qualification morale que dans la mesure où elles relèvent effectivement de la raison et de la volonté. Les passions sont dites volontaires, "" ou bien parce qu’elles sont commandées par la volonté, ou bien parce que la volonté n’y fait pas obstacle "" (S. Thomas d’A., s. th. 2-2, 24, 1). Il appartient à la perfection du bien moral ou humain que les passions soient réglées par la raison (cf. s. th. 2-2, 24, 3)."
II. Passions et vie morale,http://www.vatican.va/archive/FRA0013/__P5Q.HTM,"1768 Les grands sentiments ne décident ni de la moralité, ni de la sainteté des personnes ; ils sont le réservoir inépuisable des images et des affections où s’exprime la vie morale. Les passions sont moralement bonnes quand elles contribuent à une action bonne, et mauvaises dans le cas contraire. La volonté droite ordonne au bien et à la béatitude les mouvements sensibles qu’elle assume ; la volonté mauvaise succombe aux passions désordonnées et les exacerbe. Les émotions et sentiments peuvent être assumés dans les vertus, ou pervertis dans les vices."
II. Passions et vie morale,http://www.vatican.va/archive/FRA0013/__P5Q.HTM,"1769 Dans la vie chrétienne, l’Esprit Saint lui-même accomplit son œuvre en mobilisant l’être tout entier y compris ses douleurs, craintes et tristesses, comme il apparaît dans l’Agonie et la Passion du Seigneur. Dans le Christ, les sentiments humains peuvent recevoir leur consommation dans la charité et la béatitude divine."
II. Passions et vie morale,http://www.vatican.va/archive/FRA0013/__P5Q.HTM,"1770 La perfection morale est que l’homme ne soit pas mû au bien par sa volonté seulement, mais aussi par son appétit sensible selon cette parole du Psaume : "" Mon cœur et ma chair crient de joie vers le Dieu vivant "" (Ps 84, 3)."
II. Passions et vie morale,http://www.vatican.va/archive/FRA0013/__P5Q.HTM,II. Passions et vie morale
EN BREF,http://www.vatican.va/archive/FRA0013/__P5R.HTM,"1771 Le terme "" passions "" désigne les affections ou les sentiments. A travers ses émotions, l’homme pressent le bien et soupçonne le mal."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5R.HTM,"1772 Les principales passions sont l’amour et la haine, le désir et la crainte, la joie, la tristesse et la colère."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5R.HTM,"1773 Dans les passions comme mouvements de la sensibilité, il n’y a ni bien ni mal moral. Mais selon qu’elles relèvent ou non de la raison et de la volonté, il y a en elles bien ou mal moral."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5R.HTM,"1774 Les émotions et les sentiments peuvent être assumés dans les vertus, ou pervertis dans les vices."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5R.HTM,"1775 La perfection du bien moral est que l’homme ne soit pas mû au bien par sa seule volonté mais aussi par son "" cœur ""."
EN BREF,http://www.vatican.va/archive/FRA0013/__P5R.HTM,EN BREF
Article 6 La conscience morale,http://www.vatican.va/archive/FRA0013/__P5S.HTM,"1776 "" Au fond de sa conscience, l’homme découvre la présence d’une loi qu’il ne s’est pas donnée lui-même, mais à laquelle il est tenu d’obéir. Cette voix qui ne cesse de le presser d’aimer et d’accomplir le bien et d’éviter le mal, au moment opportun résonne dans l’intimité de son cœur ... C’est une loi inscrite par Dieu au cœur de l’homme. La conscience est le centre le plus intime et le plus secret de l’homme, le sanctuaire où il est seul avec Dieu et où sa voix se fait entendre "" (GS 16)."
Article 6 La conscience morale,http://www.vatican.va/archive/FRA0013/__P5S.HTM,Article 6
Article 6 La conscience morale,http://www.vatican.va/archive/FRA0013/__P5S.HTM,La conscience morale
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"1777 Présente au cœur de la personne, la conscience morale (cf. Rm 2, 14-16), lui enjoint, au moment opportun, d’accomplir le bien et d’éviter le mal. Elle juge aussi les choix concrets, approuvant ceux qui sont bons, dénonçant ceux qui sont mauvais (cf. Rm 1, 32). Elle atteste l’autorité de la vérité en référence au Bien suprême dont la personne humaine reçoit l’attirance et accueille les commandements. Quand il écoute la conscience morale, l’homme prudent peut entendre Dieu qui parle."
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"1778 La conscience morale est un jugement de la raison par lequel la personne humaine reconnaît la qualité morale d’un acte concret qu’elle va poser, est en train d’exécuter ou a accompli. En tout ce qu’il dit et fait, l’homme est tenu de suivre fidèlement ce qu’il sait être juste et droit. C’est par le jugement de sa conscience que l’homme perçoit et reconnaît les prescriptions de la loi divine :"
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"1779 Il importe à chacun d’être assez présent à lui-même pour entendre et suivre la voix de sa conscience. Cette requête d’intériorité est d’autant plus nécessaire que la vie nous expose souvent à nous soustraire à toute réflexion, examen ou retour sur soi :"
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"1780 La dignité de la personne humaine implique et exige la rectitude de la conscience morale. La conscience morale comprend la perception des principes de la moralité ("" syndérèse ""), leur application dans les circonstances données par un discernement pratique des raisons et des biens et, en conclusion, le jugement porté sur les actes concrets à poser ou déjà posés. La vérité sur le bien moral, déclarée dans la loi de la raison, est reconnue pratiquement et concrètement par le jugement prudent de la conscience. On appelle prudent l’homme qui choisit conformément à ce jugement."
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"1781 La conscience permet d’assumer la responsabilité des actes posés. Si l’homme commet le mal, le juste jugement de la conscience peut demeurer en lui le témoin de la vérité universelle du bien, en même temps que de la malice de son choix singulier. Le verdict du jugement de conscience demeure un gage d’espérance et de miséricorde. En attestant la faute commise, il rappelle le pardon à demander, le bien à pratiquer encore et la vertu à cultiver sans cesse avec la grâce de Dieu :"
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"1782 L’homme a le droit d’agir en conscience et en liberté afin de prendre personnellement les décisions morales. "" L’homme ne doit pas être contraint d’agir contre sa conscience. Mais il ne doit pas être empêché non plus d’agir selon sa conscience, surtout en matière religieuse "" (DH 3)."
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"Devant Lui, nous apaisons notre cœur, parce que, si notre cœur nous condamne, Dieu est plus grand que notre cœur et il connaît tout (1 Jn 3, 19-20)."
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"Fais retour à ta conscience, interroge-la ... Retournez, frères, à l’intérieur et en tout ce que vous faites, regardez le Témoin, Dieu (S. Augustin, ep. Jo. 8, 9)."
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,I. Le jugement de conscience
I. Le jugement de conscience,http://www.vatican.va/archive/FRA0013/__P5T.HTM,"La conscience est une loi de notre esprit, mais qui dépasse notre esprit, qui nous fait des injonctions, qui signifie responsabilité et devoir, crainte et espérance ... Elle est la messagère de Celui qui, dans le monde de la nature comme dans celui de la grâce, nous parle à travers le voile, nous instruit et nous gouverne. La conscience est le premier de tous les vicaires du Christ (Newman, lettre au Duc de Norfolk 5)."
II. La formation de la conscience,http://www.vatican.va/archive/FRA0013/__P5U.HTM,"1783 La conscience doit être informée et le jugement moral éclairé. Une conscience bien formée est droite et véridique. Elle formule ses jugements suivant la raison, conformément au bien véritable voulu par la sagesse du Créateur. L’éducation de la conscience est indispensable à des êtres humains soumis à des influences négatives et tentés par le péché de préférer leur jugement propre et de récuser les enseignements autorisés."
II. La formation de la conscience,http://www.vatican.va/archive/FRA0013/__P5U.HTM,"1784 L’éducation de la conscience est une tâche de toute la vie. Dès les premières années, elle éveille l’enfant à la connaissance et à la pratique de la loi intérieure reconnue par la conscience morale. Une éducation prudente enseigne la vertu ; elle préserve ou guérit de la peur, de l’égoïsme et de l’orgueil, des ressentiments de la culpabilité et des mouvements de complaisance, nés de la faiblesse et des fautes humaines. L’éducation de la conscience garantit la liberté et engendre la paix du cœur."
II. La formation de la conscience,http://www.vatican.va/archive/FRA0013/__P5U.HTM,"1785 Dans la formation de la conscience la Parole de Dieu est la lumière sur notre route ; il nous faut l’assimiler dans la foi et la prière, et la mettre en pratique. Il nous faut encore examiner notre conscience au regard de la Croix du Seigneur. Nous sommes assistés des dons de l’Esprit Saint, aidés par le témoignage ou les conseils d’autrui et guidés par l’enseignement autorisé de l’Église (cf. DH 14)."
II. La formation de la conscience,http://www.vatican.va/archive/FRA0013/__P5U.HTM,II. La formation de la conscience
III. Les choix de la conscience,http://www.vatican.va/archive/FRA0013/__P5V.HTM,– Il n’est jamais permis de faire le mal pour qu’il en résulte un bien.
